ind,attr,val
4965,11,Voluntary non-profit - Church
4965,12,Yes
4965,13,Pneumonia
4965,14,PN-2
4965,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
4965,16,92%
4965,17,221 patients
4965,18,AR_PN-2
4975,2,40007
4975,3,ST VINCENT INFIRMARY MED CTR
4975,4,TWO ST VINCENT CIRCLE
4975,5,LITTLE ROCK
4975,6,AR
4975,7,72205
4975,8,PULASKI
4975,9,5015523000
4975,10,Acute Care Hospitals
4975,11,Voluntary non-profit - Church
4975,12,Yes
4975,13,Surgical Infection Prevention
4975,14,SCIP-INF-4
4975,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
4975,16,86%
4975,17,147 patients
4975,18,AR_SCIP-INF-4
4981,2,40010
4981,3,MERCY MEDICAL CENTER
4981,4,2710 RIFE MEDICAL LANE
4981,5,ROGERS
4981,6,AR
4981,7,72758
4981,8,BENTON
4981,9,4793388000
4981,10,Acute Care Hospitals
4981,11,Voluntary non-profit - Church
4981,12,Yes
4981,13,Heart Attack
4981,14,AMI-3
4981,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
4981,16,89%
4981,17,27 patients
4981,18,AR_AMI-3
4989,2,40010
4989,3,MERCY MEDICAL CENTER
4989,4,2710 RIFE MEDICAL LANE
4989,5,ROGERS
4989,6,AR
4989,7,72758
4989,8,BENTON
4989,9,4793388000
4989,10,Acute Care Hospitals
4989,11,Voluntary non-profit - Church
4989,12,Yes
4989,13,Heart Failure
4989,14,HF-4
4989,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
4989,16,96%
4989,17,28 patients
4989,18,AR_HF-4
5015,2,40011
5015,3,JOHN ED CHAMBERS MEM HOSP; INC
5015,4,HIGHWAY 10 AT DETROIT STREET
5015,5,DANVILLE
5015,6,AR
5015,7,72833
5015,8,YELL
5015,9,4794952241
5015,10,Acute Care Hospitals
5015,11,Voluntary non-profit - Other
5015,12,Yes
5015,13,Pneumonia
5015,14,PN-2
5015,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
5015,16,28%
5015,17,54 patients
5015,18,AR_PN-2
5021,2,40011
5021,3,JOHN ED CHAMBERS MEM HOSP; INC
5021,4,HIGHWAY 10 AT DETROIT STREET
5021,5,DANVILLE
5021,6,AR
5021,7,72833
5021,8,YELL
5021,9,4794952241
5021,10,Acute Care Hospitals
5021,11,Voluntary non-profit - Other
5021,12,Yes
5021,13,Surgical Infection Prevention
5021,14,SCIP-CARD-2
5021,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
5021,16,0%
5021,17,1 patients
5021,18,AR_SCIP-CARD-2
5023,2,40011
5023,3,JOHN ED CHAMBERS MEM HOSP; INC
5023,4,HIGHWAY 10 AT DETROIT STREET
5023,5,DANVILLE
5023,6,AR
5023,7,72833
5023,8,YELL
5023,9,4794952241
5023,10,Acute Care Hospitals
5023,11,Voluntary non-profit - Other
5023,12,Yes
5023,13,Surgical Infection Prevention
5023,14,SCIP-INF-2
5023,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
5023,16,47%
5023,17,17 patients
5023,18,AR_SCIP-INF-2
5046,2,40014
5046,3,WHITE COUNTY MEDICAL CENTER
5046,4,3214 EAST RACE AVENUE
5046,5,SEARCY
5046,6,AR
5046,7,72143
5046,8,WHITE
5046,9,5012783100
5046,10,Acute Care Hospitals
5046,11,Proprietary
5046,12,Yes
5046,13,Surgical Infection Prevention
5046,14,SCIP-CARD-2
5046,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
5046,16,65%
5046,17,78 patients
5046,18,AR_SCIP-CARD-2
5050,2,40014
5050,3,WHITE COUNTY MEDICAL CENTER
5050,4,3214 EAST RACE AVENUE
5050,5,SEARCY
5050,6,AR
5050,7,72143
5050,8,WHITE
5050,9,5012783100
5050,10,Acute Care Hospitals
5050,11,Proprietary
5050,12,Yes
5050,13,Surgical Infection Prevention
5050,14,SCIP-INF-4
5050,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
5050,16,91%
5050,17,65 patients
5050,18,AR_SCIP-INF-4
5053,2,40014
5053,3,WHITE COUNTY MEDICAL CENTER
5053,4,3214 EAST RACE AVENUE
5053,5,SEARCY
5053,6,AR
5053,7,72143
5053,8,WHITE
5053,9,5012783100
5053,10,Acute Care Hospitals
5053,11,Proprietary
5053,12,Yes
5053,13,Surgical Infection Prevention
5053,14,SCIP-VTE-2
5053,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
5053,16,80%
5053,17,210 patients
5053,18,AR_SCIP-VTE-2
5065,2,40015
5065,3,MENA MEDICAL CENTER
5065,4,311 NORTH MORROW STREET
5065,5,MENA
5065,6,AR
5065,7,71953
5065,8,POLK
5065,9,4793946100
5065,10,Acute Care Hospitals
5065,11,Government - Local
5065,12,Yes
5065,13,Pneumonia
5065,14,PN-2
5065,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
5065,16,88%
5065,17,40 patients
5065,18,AR_PN-2
5123,2,40017
5123,3,NORTH ARKANSAS REGIONAL MED CTR
5123,4,620 NORTH MAIN STREET
5123,5,HARRISON
5123,6,AR
5123,7,72601
5123,8,BOONE
5123,9,8704144000
5123,10,Acute Care Hospitals
5123,11,Voluntary non-profit - Private
5123,12,Yes
5123,13,Surgical Infection Prevention
5123,14,SCIP-INF-2
5123,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
5123,16,98%
5123,17,121 patients
5123,18,AR_SCIP-INF-2
5127,2,40017
5127,3,NORTH ARKANSAS REGIONAL MED CTR
5127,4,620 NORTH MAIN STREET
5127,5,HARRISON
5127,6,AR
5127,7,72601
5127,8,BOONE
5127,9,8704144000
5127,10,Acute Care Hospitals
5127,11,Voluntary non-profit - Private
5127,12,Yes
5127,13,Surgical Infection Prevention
5127,14,SCIP-VTE-1
5127,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
5127,16,93%
5127,17,118 patients
5127,18,AR_SCIP-VTE-1
5145,2,40018
5145,3,SUMMIT MEDICAL CENTER
5145,4,EAST MAIN AND SOUTH 20TH STREETS
5145,5,VAN BUREN
5145,6,AR
5145,7,72956
5145,8,CRAWFORD
5145,9,4794743401
5145,10,Acute Care Hospitals
5145,11,Proprietary
5145,12,Yes
5145,13,Pneumonia
5145,14,PN-7
5145,15,Pneumonia Patients Assessed and Given Influenza Vaccination
5145,16,92%
5145,17,78 patients
5145,18,AR_PN-7
5152,2,40018
5152,3,SUMMIT MEDICAL CENTER
5152,4,EAST MAIN AND SOUTH 20TH STREETS
5152,5,VAN BUREN
5152,6,AR
5152,7,72956
5152,8,CRAWFORD
5152,9,4794743401
5152,10,Acute Care Hospitals
5152,11,Proprietary
5152,12,Yes
5152,13,Surgical Infection Prevention
5152,14,SCIP-VTE-1
5152,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
5152,16,82%
5152,17,67 patients
5152,18,AR_SCIP-VTE-1
5154,2,40019
5154,3,FORREST CITY MEDICAL CENTER
5154,4,1601 NEWCASTLE ROAD
5154,5,FORREST CITY
5154,6,AR
5154,7,72335
5154,8,SAINT FRANCIS
5154,9,8702610000
5154,10,Acute Care Hospitals
5154,11,Proprietary
5154,12,Yes
5154,13,Heart Attack
5154,14,AMI-1
5154,15,Heart Attack Patients Given Aspirin at Arrival
5154,16,83%
5154,17,6 patients
5154,18,AR_AMI-1
5160,2,40019
5160,3,FORREST CITY MEDICAL CENTER
5160,4,1601 NEWCASTLE ROAD
5160,5,FORREST CITY
5160,6,AR
5160,7,72335
5160,8,SAINT FRANCIS
5160,9,8702610000
5160,10,Acute Care Hospitals
5160,11,Proprietary
5160,12,Yes
5160,13,Heart Attack
5160,14,AMI-8A
5160,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
5160,16,
5160,17,0 patients
5160,18,AR_AMI-8A
5169,2,40019
5169,3,FORREST CITY MEDICAL CENTER
5169,4,1601 NEWCASTLE ROAD
5169,5,FORREST CITY
5169,6,AR
5169,7,72335
5169,8,SAINT FRANCIS
5169,9,8702610000
5169,10,Acute Care Hospitals
5169,11,Proprietary
5169,12,Yes
5169,13,Pneumonia
5169,14,PN-6
5169,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
5169,16,92%
5169,17,50 patients
5169,18,AR_PN-6
5185,2,40020
5185,3,ST BERNARDS MEDICAL CTR
5185,4,225 E JACKSON
5185,5,JONESBORO
5185,6,AR
5185,7,72401
5185,8,CRAIGHEAD
5185,9,8709724100
5185,10,Acute Care Hospitals
5185,11,Voluntary non-profit - Church
5185,12,Yes
5185,13,Heart Attack
5185,14,AMI-4
5185,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
5185,16,100%
5185,17,185 patients
5185,18,AR_AMI-4
5196,2,40020
5196,3,ST BERNARDS MEDICAL CTR
5196,4,225 E JACKSON
5196,5,JONESBORO
5196,6,AR
5196,7,72401
5196,8,CRAIGHEAD
5196,9,8709724100
5196,10,Acute Care Hospitals
5196,11,Voluntary non-profit - Church
5196,12,Yes
5196,13,Pneumonia
5196,14,PN-5C
5196,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
5196,16,95%
5196,17,296 patients
5196,18,AR_PN-5C
5197,2,40020
5197,3,ST BERNARDS MEDICAL CTR
5197,4,225 E JACKSON
5197,5,JONESBORO
5197,6,AR
5197,7,72401
5197,8,CRAIGHEAD
5197,9,8709724100
5197,10,Acute Care Hospitals
5197,11,Voluntary non-profit - Church
5197,12,Yes
5197,13,Pneumonia
5197,14,PN-6
5197,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
5197,16,91%
5197,17,211 patients
5197,18,AR_PN-6
5213,2,40022
5213,3,NW ARKANSAS HOSPITALS; LLC
5213,4,609 WEST MAPLE AVENUE
5213,5,SPRINGDALE
5213,6,AR
5213,7,72764
5213,8,WASHINGTON
5213,9,4797515711
5213,10,Acute Care Hospitals
5213,11,Proprietary
5213,12,No
5213,13,Heart Attack
5213,14,AMI-8A
5213,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
5213,16,92%
5213,17,51 patients
5213,18,AR_AMI-8A
5218,2,40022
5218,3,NW ARKANSAS HOSPITALS; LLC
5218,4,609 WEST MAPLE AVENUE
5218,5,SPRINGDALE
5218,6,AR
5218,7,72764
5218,8,WASHINGTON
5218,9,4797515711
5218,10,Acute Care Hospitals
5218,11,Proprietary
5218,12,No
5218,13,Pneumonia
5218,14,PN-2
5218,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
5218,16,94%
5218,17,223 patients
5218,18,AR_PN-2
5219,2,40022
5219,3,NW ARKANSAS HOSPITALS; LLC
5219,4,609 WEST MAPLE AVENUE
5219,5,SPRINGDALE
5219,6,AR
5219,7,72764
5219,8,WASHINGTON
5219,9,4797515711
5219,10,Acute Care Hospitals
5219,11,Proprietary
5219,12,No
5219,13,Pneumonia
5219,14,PN-3B
5219,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
5219,16,96%
5219,17,233 patients
5219,18,AR_PN-3B
5248,2,40026
5248,3,ST JOSEPHS MERCY HEALTH CENTER INC
5248,4,300 WERNER STREET
5248,5,HOT SPRINGS
5248,6,AR
5248,7,71903
5248,8,GARLAND
5248,9,5016221000
5248,10,Acute Care Hospitals
5248,11,Voluntary non-profit - Church
5248,12,Yes
5248,13,Pneumonia
5248,14,PN-7
5248,15,Pneumonia Patients Assessed and Given Influenza Vaccination
5248,16,96%
5248,17,339 patients
5248,18,AR_PN-7
5266,2,40027
5266,3,BAXTER REGIONAL MEDICAL CENTER
5266,4,624 HOSPITAL DRIVE
5266,5,MOUNTAIN HOME
5266,6,AR
5266,7,72653
5266,8,BAXTER
5266,9,8705081000
5266,10,Acute Care Hospitals
5266,11,Voluntary non-profit - Other
5266,12,Yes
5266,13,Heart Failure
5266,14,HF-3
5266,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
5266,16,85%
5266,17,109 patients
5266,18,AR_HF-3
5268,2,40027
5268,3,BAXTER REGIONAL MEDICAL CENTER
5268,4,624 HOSPITAL DRIVE
5268,5,MOUNTAIN HOME
5268,6,AR
5268,7,72653
5268,8,BAXTER
5268,9,8705081000
5268,10,Acute Care Hospitals
5268,11,Voluntary non-profit - Other
5268,12,Yes
5268,13,Pneumonia
5268,14,PN-2
5268,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
5268,16,94%
5268,17,177 patients
5268,18,AR_PN-2
5277,2,40027
5277,3,BAXTER REGIONAL MEDICAL CENTER
5277,4,624 HOSPITAL DRIVE
5277,5,MOUNTAIN HOME
5277,6,AR
5277,7,72653
5277,8,BAXTER
5277,9,8705081000
5277,10,Acute Care Hospitals
5277,11,Voluntary non-profit - Other
5277,12,Yes
5277,13,Surgical Infection Prevention
5277,14,SCIP-INF-3
5277,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
5277,16,91%
5277,17,490 patients
5277,18,AR_SCIP-INF-3
5278,2,40027
5278,3,BAXTER REGIONAL MEDICAL CENTER
5278,4,624 HOSPITAL DRIVE
5278,5,MOUNTAIN HOME
5278,6,AR
5278,7,72653
5278,8,BAXTER
5278,9,8705081000
5278,10,Acute Care Hospitals
5278,11,Voluntary non-profit - Other
5278,12,Yes
5278,13,Surgical Infection Prevention
5278,14,SCIP-INF-4
5278,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
5278,16,91%
5278,17,123 patients
5278,18,AR_SCIP-INF-4
5287,2,40029
5287,3,CONWAY REGIONAL MEDICAL CENTER
5287,4,2302 COLLEGE AVENUE
5287,5,CONWAY
5287,6,AR
5287,7,72034
5287,8,FAULKNER
5287,9,5013293831
5287,10,Acute Care Hospitals
5287,11,Voluntary non-profit - Private
5287,12,Yes
5287,13,Heart Attack
5287,14,AMI-7A
5287,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
5287,16,
5287,17,0 patients
5287,18,AR_AMI-7A
5291,2,40029
5291,3,CONWAY REGIONAL MEDICAL CENTER
5291,4,2302 COLLEGE AVENUE
5291,5,CONWAY
5291,6,AR
5291,7,72034
5291,8,FAULKNER
5291,9,5013293831
5291,10,Acute Care Hospitals
5291,11,Voluntary non-profit - Private
5291,12,Yes
5291,13,Heart Failure
5291,14,HF-3
5291,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
5291,16,89%
5291,17,37 patients
5291,18,AR_HF-3
5308,2,40036
5308,3,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5308,4,3333 SPRINGHILL DRIVE
5308,5,NORTH LITTLE ROCK
5308,6,AR
5308,7,72117
5308,8,PULASKI
5308,9,5012023000
5308,10,Acute Care Hospitals
5308,11,Voluntary non-profit - Other
5308,12,Yes
5308,13,Heart Attack
5308,14,AMI-2
5308,15,Heart Attack Patients Given Aspirin at Discharge
5308,16,98%
5308,17,272 patients
5308,18,AR_AMI-2
5311,2,40036
5311,3,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5311,4,3333 SPRINGHILL DRIVE
5311,5,NORTH LITTLE ROCK
5311,6,AR
5311,7,72117
5311,8,PULASKI
5311,9,5012023000
5311,10,Acute Care Hospitals
5311,11,Voluntary non-profit - Other
5311,12,Yes
5311,13,Heart Attack
5311,14,AMI-5
5311,15,Heart Attack Patients Given Beta Blocker at Discharge
5311,16,99%
5311,17,271 patients
5311,18,AR_AMI-5
5313,2,40036
5313,3,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5313,4,3333 SPRINGHILL DRIVE
5313,5,NORTH LITTLE ROCK
5313,6,AR
5313,7,72117
5313,8,PULASKI
5313,9,5012023000
5313,10,Acute Care Hospitals
5313,11,Voluntary non-profit - Other
5313,12,Yes
5313,13,Heart Attack
5313,14,AMI-8A
5313,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
5313,16,68%
5313,17,56 patients
5313,18,AR_AMI-8A
5330,2,40036
5330,3,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5330,4,3333 SPRINGHILL DRIVE
5330,5,NORTH LITTLE ROCK
5330,6,AR
5330,7,72117
5330,8,PULASKI
5330,9,5012023000
5330,10,Acute Care Hospitals
5330,11,Voluntary non-profit - Other
5330,12,Yes
5330,13,Surgical Infection Prevention
5330,14,SCIP-VTE-1
5330,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
5330,16,94%
5330,17,356 patients
5330,18,AR_SCIP-VTE-1
5335,2,40039
5335,3,ARKANSAS METHODIST MEDICAL CENTER
5335,4,900 WEST KINGSHIGHWAY
5335,5,PARAGOULD
5335,6,AR
5335,7,72450
5335,8,GREENE
5335,9,8702397000
5335,10,Acute Care Hospitals
5335,11,Voluntary non-profit - Private
5335,12,Yes
5335,13,Heart Attack
5335,14,AMI-4
5335,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
5335,16,100%
5335,17,56 patients
5335,18,AR_AMI-4
5346,2,40039
5346,3,ARKANSAS METHODIST MEDICAL CENTER
5346,4,900 WEST KINGSHIGHWAY
5346,5,PARAGOULD
5346,6,AR
5346,7,72450
5346,8,GREENE
5346,9,8702397000
5346,10,Acute Care Hospitals
5346,11,Voluntary non-profit - Private
5346,12,Yes
5346,13,Pneumonia
5346,14,PN-5C
5346,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
5346,16,97%
5346,17,225 patients
5346,18,AR_PN-5C
5359,2,40041
5359,3,ST MARYS REGIONAL MEDICAL CENTER
5359,4,1808 WEST MAIN STREET
5359,5,RUSSELLVILLE
5359,6,AR
5359,7,72801
5359,8,POPE
5359,9,4799682841
5359,10,Acute Care Hospitals
5359,11,Proprietary
5359,12,Yes
5359,13,Heart Attack
5359,14,AMI-3
5359,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
5359,16,100%
5359,17,8 patients
5359,18,AR_AMI-3
5366,2,40041
5366,3,ST MARYS REGIONAL MEDICAL CENTER
5366,4,1808 WEST MAIN STREET
5366,5,RUSSELLVILLE
5366,6,AR
5366,7,72801
5366,8,POPE
5366,9,4799682841
5366,10,Acute Care Hospitals
5366,11,Proprietary
5366,12,Yes
5366,13,Heart Failure
5366,14,HF-3
5366,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
5366,16,90%
5366,17,41 patients
5366,18,AR_HF-3
5375,2,40041
5375,3,ST MARYS REGIONAL MEDICAL CENTER
5375,4,1808 WEST MAIN STREET
5375,5,RUSSELLVILLE
5375,6,AR
5375,7,72801
5375,8,POPE
5375,9,4799682841
5375,10,Acute Care Hospitals
5375,11,Proprietary
5375,12,Yes
5375,13,Surgical Infection Prevention
5375,14,SCIP-INF-1
5375,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
5375,16,95%
5375,17,336 patients
5375,18,AR_SCIP-INF-1
5392,2,40042
5392,3,CRITTENDEN MEMORIAL HOSPITAL
5392,4,200 TYLER
5392,5,WEST MEMPHIS
5392,6,AR
5392,7,72301
5392,8,CRITTENDEN
5392,9,8707351500
5392,10,Acute Care Hospitals
5392,11,Voluntary non-profit - Other
5392,12,Yes
5392,13,Heart Failure
5392,14,HF-4
5392,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
5392,16,100%
5392,17,89 patients
5392,18,AR_HF-4
5395,2,40042
5395,3,CRITTENDEN MEMORIAL HOSPITAL
5395,4,200 TYLER
5395,5,WEST MEMPHIS
5395,6,AR
5395,7,72301
5395,8,CRITTENDEN
5395,9,8707351500
5395,10,Acute Care Hospitals
5395,11,Voluntary non-profit - Other
5395,12,Yes
5395,13,Pneumonia
5395,14,PN-4
5395,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
5395,16,100%
5395,17,67 patients
5395,18,AR_PN-4
5405,2,40042
5405,3,CRITTENDEN MEMORIAL HOSPITAL
5405,4,200 TYLER
5405,5,WEST MEMPHIS
5405,6,AR
5405,7,72301
5405,8,CRITTENDEN
5405,9,8707351500
5405,10,Acute Care Hospitals
5405,11,Voluntary non-profit - Other
5405,12,Yes
5405,13,Surgical Infection Prevention
5405,14,SCIP-VTE-1
5405,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
5405,16,94%
5405,17,93 patients
5405,18,AR_SCIP-VTE-1
5406,2,40042
5406,3,CRITTENDEN MEMORIAL HOSPITAL
5406,4,200 TYLER
5406,5,WEST MEMPHIS
5406,6,AR
5406,7,72301
5406,8,CRITTENDEN
5406,9,8707351500
5406,10,Acute Care Hospitals
5406,11,Voluntary non-profit - Other
5406,12,Yes
5406,13,Surgical Infection Prevention
5406,14,SCIP-VTE-2
5406,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
5406,16,93%
5406,17,92 patients
5406,18,AR_SCIP-VTE-2
5414,2,40047
5414,3,FIVE RIVERS MEDICAL CENTER
5414,4,2801 MEDICAL CENTER DRIVE
5414,5,POCAHONTAS
5414,6,AR
5414,7,72455
5414,8,RANDOLPH
5414,9,8708926000
5414,10,Acute Care Hospitals
5414,11,Proprietary
5414,12,Yes
5414,13,Heart Failure
5414,14,HF-1
5414,15,Heart Failure Patients Given Discharge Instructions
5414,16,86%
5414,17,36 patients
5414,18,AR_HF-1
5419,2,40047
5419,3,FIVE RIVERS MEDICAL CENTER
5419,4,2801 MEDICAL CENTER DRIVE
5419,5,POCAHONTAS
5419,6,AR
5419,7,72455
5419,8,RANDOLPH
5419,9,8708926000
5419,10,Acute Care Hospitals
5419,11,Proprietary
5419,12,Yes
5419,13,Pneumonia
5419,14,PN-3B
5419,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
5419,16,99%
5419,17,80 patients
5419,18,AR_PN-3B
5425,2,40047
5425,3,FIVE RIVERS MEDICAL CENTER
5425,4,2801 MEDICAL CENTER DRIVE
5425,5,POCAHONTAS
5425,6,AR
5425,7,72455
5425,8,RANDOLPH
5425,9,8708926000
5425,10,Acute Care Hospitals
5425,11,Proprietary
5425,12,Yes
5425,13,Surgical Infection Prevention
5425,14,SCIP-INF-1
5425,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
5425,16,
5425,17,
5425,18,AR_SCIP-INF-1
5438,2,40050
5438,3,OUACHITA COUNTY MEDICAL CENTER
5438,4,638 CALIFORNIA AVENUE
5438,5,CAMDEN
5438,6,AR
5438,7,71701
5438,8,OUACHITA
5438,9,8708361000
5438,10,Acute Care Hospitals
5438,11,Voluntary non-profit - Private
5438,12,Yes
5438,13,Heart Attack
5438,14,AMI-8A
5438,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
5438,16,
5438,17,0 patients
5438,18,AR_AMI-8A
5455,2,40050
5455,3,OUACHITA COUNTY MEDICAL CENTER
5455,4,638 CALIFORNIA AVENUE
5455,5,CAMDEN
5455,6,AR
5455,7,71701
5455,8,OUACHITA
5455,9,8708361000
5455,10,Acute Care Hospitals
5455,11,Voluntary non-profit - Private
5455,12,Yes
5455,13,Surgical Infection Prevention
5455,14,SCIP-VTE-1
5455,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
5455,16,91%
5455,17,34 patients
5455,18,AR_SCIP-VTE-1
5466,2,40051
5466,3,DREW MEMORIAL HOSPITAL
5466,4,778 SCOGIN DRIVE
5466,5,MONTICELLO
5466,6,AR
5466,7,71655
5466,8,DREW
5466,9,8703672411
5466,10,Acute Care Hospitals
5466,11,Government - Local
5466,12,No
5466,13,Heart Failure
5466,14,HF-3
5466,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
5466,16,95%
5466,17,19 patients
5466,18,AR_HF-3
5467,2,40051
5467,3,DREW MEMORIAL HOSPITAL
5467,4,778 SCOGIN DRIVE
5467,5,MONTICELLO
5467,6,AR
5467,7,71655
5467,8,DREW
5467,9,8703672411
5467,10,Acute Care Hospitals
5467,11,Government - Local
5467,12,No
5467,13,Heart Failure
5467,14,HF-4
5467,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
5467,16,100%
5467,17,10 patients
5467,18,AR_HF-4
5483,2,40055
5483,3,SPARKS REGIONAL MEDICAL CENTER
5483,4,1311 SOUTH I STREET
5483,5,FORT SMITH
5483,6,AR
5483,7,72901
5483,8,SEBASTIAN
5483,9,5014414000
5483,10,Acute Care Hospitals
